,rule,type,coef,support,importance,category
885,slope_zcd_M12_FME_60_RAT,ZCD,16.6562367757272,1.0,0.37263413800151024,일식당
886,slope_zcd_M12_MAL_30_RAT,ZCD,31.74001502020299,1.0,0.7295021540129482,일식당
887,slope_zcd_M12_MAL_40_RAT,ZCD,23.55323787390614,1.0,0.5457672540388073,일식당
888,slope_zcd_M12_MAL_50_RAT,ZCD,14.951651651733705,1.0,0.3629541963134718,일식당
889,slope_zcd_M12_MAL_60_RAT,ZCD,23.716355585352332,1.0,0.5655652203673449,일식당
890,slope_zcd_M12_SME_BZN_SAA_PCE_RT,ZCD,22.713678643987418,1.0,0.9338933811834342,일식당
891,slope_zcd_M12_SME_RY_SAA_PCE_RT,ZCD,-4.931357627246024,1.0,0.2189602308667453,일식당
892,slope_zcd_M1_SME_RY_CNT_RAT,ZCD,12.658924010170109,1.0,0.3660798405132498,일식당
893,slope_zcd_M1_SME_RY_SAA_RAT,ZCD,13.559695393425145,1.0,0.4246308342255195,일식당
894,slope_zcd_MCT_UE_CLN_NEW_RAT,ZCD,19.327736531016075,1.0,0.38164583557917087,일식당
895,slope_zcd_MCT_UE_CLN_REU_RAT,ZCD,-2.7096664706467535,1.0,0.06360296470944622,일식당
896,slope_zcd_RC_M1_AV_NP_AT,ZCD,-76.03588141045331,1.0,2.4815153894922797,일식당
897,slope_zcd_RC_M1_SAA,ZCD,-29.01412467968483,1.0,1.067204132869864,일식당
898,slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT,ZCD,2.088525016777689,1.0,0.06775211714398699,일식당
899,slope_zcd_RC_M1_SHC_WP_UE_CLN_RAT,ZCD,4.725416566924075,1.0,0.1532869097197995,일식당
900,slope_zcd_RC_M1_TO_UE_CT,ZCD,-44.53742046951479,1.0,1.4629042358690991,일식당
901,slope_zcd_RC_M1_UE_CUS_CN,ZCD,-31.410676670807135,1.0,1.061174798447594,일식당
902,mean_zcd_M12_MAL_50_RAT <= -0.42595,ZCD,-4.132993985788777,0.037037037037037035,0.7805265549295775,일식당
903,slope_zcd_MCT_UE_CLN_REU_RAT > 0.02862,ZCD,0.3570855982384332,0.11851851851851852,0.11541759974712706,일식당
904,slope_zcd_M1_SME_RY_SAA_RAT > -0.05427,ZCD,-0.01127018657800481,0.9555555555555556,0.002322564682166062,일식당
905,slope_zcd_RC_M1_SAA <= 0.0698,ZCD,-0.29505670186278954,0.9555555555555556,0.06080540639143834,일식당
906,mean_zcd_M12_FME_30_RAT <= 0.47853,ZCD,-0.3829625642195854,0.9703703703703703,0.06493639839102733,일식당
907,slope_zcd_M12_FME_1020_RAT <= 0.07445,ZCD,-0.4610902151027609,0.9777777777777777,0.06796725502222763,일식당
908,mean_zcd_RC_M1_AV_NP_AT > -1.46061,ZCD,-0.3630859804480786,0.9407407407407408,0.0857279750724332,일식당
909,slope_zcd_RC_M1_SHC_RSD_UE_CLN_RAT > -0.0067,ZCD,-1.5055127617044823,0.8962962962962963,0.45899438816929006,일식당
910,mean_zcd_M12_MAL_30_RAT > -0.48754,ZCD,-0.0005273281551574603,0.9629629629629629,9.95872797486954e-05,일식당
911,slope_zcd_M12_SME_BZN_SAA_PCE_RT <= 0.02692,ZCD,-1.5214991116815386,0.8296296296296296,0.5720195394458153,일식당
912,slope_zcd_MCT_UE_CLN_REU_RAT <= 0.03687,ZCD,-0.6728717567161235,0.9407407407407408,0.15887127648254928,일식당
